7;9;5;6;9;6;11;11;7;7;7;7;11;7;9;11;5;5;2;6;7;4;5;2;2;7;2;6;4;1;4;11;6;6;5;5;7;5;10;11;5;7;6;12;4;9;19;6;4;0;7;7;4;4;5;4;6;11;14;6;4;2;12;15;5;9;10;14;16;6;10;6;9;6;7;12;6;10;15;15;19;11;15;11;7;10;10;2;4;9;6;7;6;9;7;4;5;4;6;9;4;6;4;7;5;12;9;11;6;6;12;15;39;49;39;36;27;11;5;5;4;9;7;7;14;4;6;7;1;4;5;7;10;5;10;11;6;12;9;10;7;17;7;11;10;7;12;14;11;7;19;12;4;6;9;14;9;15;15;40;41;35;26;16;11;6;7;6;11;10;9;15;6;11;10;10;4;9;6;5;5;6;9;4;7;5;4;10;6;6;7;10;9;2;4;10;7;5;7;14;1;6;5;6;2;5;6;10;10;12;31;59;40;36;20;15;9;9;11;9;5;11;10;24;17;14;10;7;2;5;7;2;4;5;6;5;6;11;5;2;5;9;15;11;17;12;14;5;7;12;5;9;6;6;11;10;7;10;10;11;4;14;17;6;14;15;9;5;0;2;4;10;6;1;9;9;5;7;6;7;2;4;9;7;15;5;6;4;4;7;6;7;6;4;7;9;4;5;10;4;4;2;4;11;7;6;4;6;12;9;4;7;12;7;15;5;10;2;7;14;7;40;56;76;96;100;72;117;94;50;24;7;19;11;7;2;4;2;2;6;14;10;40;74;89;56;45;37;15;7;16;12;31;49;45;79;65;44;31;9;9;10;6;11;4;12;17;11;11;12;11;10;6;17;6;6;5;6;10;10;4;5;11;12;16;12;10;6;15;12;7;10;9;12;7;11;7;9;9;5;2;6;2;4;10;2;10;7;10;5;6;5;9;2;9;4;6;15;2;11;9;6;6;5;6;16;7;14;12;9;2;2;7;2;12;6;11;11;10;5;5;9;6;5;5;6;6;6;11;5;11;10;2;4;6;9;7;6;14;6;6;11;5;8;9;6;8;2;10;2;5;8;9;5;6;2;4;8;6;9;9;9;5;11;11;9;9;8;12;5;12;10;8;9;18;5;5;4;10;12
11;5;9;5;10;10;10;8;15;10;6;10;11;9;6;5;5;2;11;8;10;4;4;4;6;2;4;4;6;5;6;2;6;6;6;6;10;2;6;6;15;14;4;5;5;5;5;9;2;4;4;5;10;8;6;8;2;12;11;6;8;6;5;9;8;11;11;9;11;8;8;10;20;9;9;8;12;15;8;11;6;5;5;4;2;8;8;8;2;6;1;6;12;11;8;6;1;6;6;5;8;11;14;10;12;1;5;8;10;9;11;26;31;45;50;36;12;6;5;5;2;1;9;2;8;6;6;2;4;5;14;8;10;11;18;11;14;10;9;14;8;9;9;10;8;8;9;6;8;10;9;14;6;5;14;11;12;29;32;31;15;8;10;5;11;5;10;9;9;10;11;6;8;2;9;8;5;4;8;11;5;8;14;9;4;5;14;8;5;5;0;6;2;6;4;5;4;6;6;10;8;1;11;2;6;12;10;15;12;5;12;21;12;6;8;8;2;12;5;11;8;14;21;40;26;15;8;9;4;4;14;6;6;9;5;15;10;10;6;5;4;10;5;11;6;4;11;8;12;2;6;8;8;15;9;11;6;8;10;11;10;4;4;9;5;8;2;10;8;4;8;6;0;2;8;2;4;10;5;8;8;9;8;4;4;5;5;6;6;9;8;8;2;5;8;8;10;2;5;8;6;4;8;5;8;6;11;5;10;10;8;8;11;12;16;4;4;10;11;4;12;41;94;86;79;54;49;24;31;28;8;8;2;2;1;4;4;4;6;4;16;16;31;74;104;76;72;58;20;29;26;8;9;18;30;29;31;20;18;10;9;12;8;9;6;12;18;9;5;2;4;8;4;20;18;11;9;6;5;8;6;10;4;8;9;6;5;2;4;16;9;8;10;6;6;12;9;10;10;4;15;6;2;4;9;9;6;9;8;5;1;4;11;5;6;6;4;6;4;9;6;12;9;2;5;9;9;5;5;14;2;2;12;8;5;15;18;6;6;4;4;6;4;5;10;5;4;6;5;5;8;4;8;5;12;8;10;8;8;8;6;10;2;4;10;6;5;9;8;5;2;4;6;2;4;6;8;9;4;6;6;8;6;16;16;9;11;5;10;16;9;12;12;11;5;9;10;10;5;9
9;9;6;9;9;6;6;9;11;12;11;8;11;9;6;9;5;10;2;0;11;6;5;6;2;5;6;9;9;6;6;2;5;4;6;0;9;4;6;10;12;6;6;11;2;2;6;5;2;8;6;10;5;5;9;14;10;10;9;9;11;11;5;9;14;5;8;5;14;8;10;11;5;4;9;9;18;15;9;15;21;11;6;4;8;4;9;6;6;8;8;6;6;5;8;11;9;10;6;9;8;5;11;9;5;4;4;11;9;6;15;12;15;19;15;16;11;10;2;5;4;5;8;6;12;2;2;4;5;10;1;9;4;6;11;12;5;15;10;11;20;5;18;10;10;5;12;8;14;4;2;6;2;6;14;39;65;64;52;31;20;10;10;8;6;6;9;5;6;6;9;8;9;10;12;5;6;12;11;5;10;5;11;15;8;9;2;8;4;2;2;6;8;9;8;11;11;5;9;1;8;8;5;9;6;5;1;6;6;8;12;5;5;6;5;4;11;10;6;12;34;56;69;54;31;15;18;6;10;10;1;4;10;12;9;9;6;10;6;10;9;9;14;5;8;5;2;8;4;5;2;8;11;6;12;4;10;11;6;9;11;6;6;8;9;5;9;2;4;9;14;0;4;6;4;4;5;5;8;5;5;6;6;6;9;2;2;2;5;5;5;4;5;6;9;2;6;5;12;6;2;9;5;6;12;5;8;5;12;8;6;9;1;5;8;15;8;8;8;8;19;40;74;75;40;12;15;14;11;9;6;8;5;1;1;6;9;4;5;5;6;6;21;68;88;89;84;38;39;19;9;8;9;8;15;21;8;8;8;9;10;14;5;18;9;5;9;8;9;5;5;9;4;14;6;6;8;4;5;9;4;4;10;4;6;6;4;10;15;6;21;6;8;6;14;6;6;11;2;11;6;12;5;9;8;5;8;5;5;0;8;4;9;6;6;5;8;9;9;9;8;6;8;10;8;4;1;9;4;10;4;6;5;8;9;14;4;11;5;6;9;8;8;8;8;9;8;8;6;4;2;2;8;11;11;10;11;8;15;10;8;15;11;8;5;6;5;6;9;10;6;2;1;11;6;1;6;2;9;5;14;21;6;9;8;9;14;8;9;9;12;10;8;6;8;9;11;8;14;12
4;5;5;9;9;14;6;10;10;9;8;5;11;10;8;8;11;1;5;5;6;5;16;6;5;10;10;6;10;9;2;4;10;8;4;2;5;6;15;8;11;14;11;2;14;9;0;0;8;8;10;5;6;10;2;15;9;10;12;9;4;6;15;11;5;16;8;5;12;9;10;8;10;11;14;10;4;6;12;4;9;4;10;8;6;6;4;1;6;2;5;4;4;10;10;16;15;12;8;9;9;9;4;6;6;5;5;8;2;14;8;10;11;19;26;11;6;10;8;5;6;5;6;5;12;8;2;8;6;8;4;8;11;4;10;11;10;6;2;12;10;8;14;11;10;9;11;10;21;12;14;11;26;38;68;86;72;81;59;32;16;12;6;6;8;8;6;9;8;10;9;12;6;14;12;8;6;2;9;4;9;6;10;14;9;5;5;9;4;5;5;8;6;10;10;1;8;4;5;9;9;5;14;15;12;16;6;8;10;10;8;8;5;9;8;5;12;10;8;22;54;85;64;60;30;15;10;9;14;14;5;5;6;11;9;6;5;10;16;8;8;2;6;9;2;4;4;4;6;8;2;6;5;8;10;14;6;15;9;5;5;11;11;6;6;4;9;6;2;6;12;9;4;4;2;6;4;2;5;9;6;5;6;6;8;8;5;4;1;4;5;8;4;5;2;4;4;11;1;5;2;5;8;4;5;4;5;6;14;4;9;6;10;1;5;8;6;6;8;9;19;22;21;11;16;12;9;14;10;8;10;4;11;10;6;5;9;8;6;1;4;9;34;48;60;62;31;21;20;11;11;8;6;9;8;11;5;5;8;6;10;12;8;12;9;5;5;8;5;10;6;10;15;4;8;6;8;11;10;8;11;6;4;5;5;2;5;12;12;14;10;15;8;6;14;12;5;11;14;2;6;9;10;2;5;6;8;6;6;8;5;4;4;4;12;4;8;8;6;6;11;5;8;11;6;5;6;5;11;4;4;6;6;9;10;12;8;10;2;8;6;4;10;8;12;5;5;6;11;10;8;6;5;11;12;9;8;10;6;5;4;8;4;6;9;6;6;1;6;4;4;9;5;5;4;10;4;14;6;11;11;12;8;6;4;4;4;11;4;14;8;9;5;10;10;4;6;4;8;10
6;22;22;10;16;12;9;11;15;5;10;10;5;5;9;8;12;4;4;8;4;4;6;8;8;4;10;8;11;5;2;8;18;8;6;6;8;10;5;15;9;6;15;11;4;10;5;4;4;10;5;9;9;9;10;5;9;10;9;10;15;5;4;9;10;11;6;2;8;5;9;8;9;6;5;12;11;8;9;9;9;4;12;4;6;14;4;5;10;4;5;9;11;9;4;9;5;6;12;5;9;11;11;6;6;6;1;4;8;12;12;15;25;15;22;16;9;5;8;8;11;6;5;6;4;9;6;8;6;5;6;6;8;9;8;6;4;5;8;9;2;8;2;4;16;22;16;9;6;10;15;39;59;78;89;94;96;80;45;24;24;8;18;8;16;5;9;10;8;6;8;4;12;2;8;6;5;10;5;11;9;10;10;5;9;4;6;8;6;4;4;10;8;16;8;6;4;9;8;11;18;19;9;5;9;9;6;10;15;8;6;8;10;8;5;12;4;6;11;29;48;78;80;65;45;36;12;14;8;11;4;6;6;6;4;2;10;14;6;5;4;8;4;8;6;8;6;5;8;12;9;9;8;8;14;6;2;10;14;5;4;5;8;9;4;1;2;6;10;10;1;10;8;2;12;1;6;4;8;4;6;6;8;4;9;6;4;6;0;5;2;6;12;4;14;8;2;4;8;8;8;8;5;5;12;2;9;2;5;8;10;8;9;8;10;12;5;10;9;11;16;9;10;8;11;6;11;19;10;9;12;2;10;8;4;8;2;8;11;5;4;11;21;35;52;31;15;11;8;9;9;20;6;4;9;11;6;10;8;8;12;18;1;6;9;10;2;11;6;6;4;6;6;6;8;6;12;6;9;15;8;5;2;5;4;12;10;5;10;9;5;15;11;5;5;8;12;8;12;8;4;5;8;12;2;4;9;6;9;6;5;12;15;5;5;9;9;6;9;11;5;8;11;6;10;6;8;14;8;8;6;11;9;4;1;8;8;9;5;10;2;1;1;5;8;9;8;5;5;6;6;8;6;9;10;12;11;5;5;8;5;0;5;9;6;10;4;4;5;8;9;8;9;4;5;9;10;11;10;5;6;5;9;10;10;8;8;6;14;11;9;10;11;9;6;8;5;9;18;9
12;20;14;12;6;8;9;12;8;12;11;14;8;6;5;6;11;5;4;9;12;6;8;8;8;8;5;10;5;11;6;5;6;4;10;8;5;5;5;2;10;10;10;5;10;4;10;8;8;0;5;6;8;8;11;10;12;12;12;8;8;6;16;11;12;8;12;8;4;12;8;11;9;4;9;14;14;18;4;6;6;5;4;10;8;6;8;5;6;6;2;6;1;6;2;4;5;5;5;5;9;8;6;5;5;12;5;8;11;9;10;10;12;18;18;11;8;2;2;10;5;8;1;5;9;8;2;9;4;6;2;9;6;10;8;5;8;6;11;11;9;6;12;8;6;10;12;8;2;14;30;46;76;79;72;89;59;49;34;9;10;11;10;10;9;12;11;6;6;10;9;6;5;4;8;9;10;8;8;16;9;9;10;9;8;5;6;11;5;5;9;12;12;9;6;14;5;6;10;4;8;11;10;9;8;10;12;8;11;11;8;10;9;14;16;9;4;8;4;12;46;65;84;84;64;50;21;12;11;9;9;6;2;5;9;4;8;5;5;10;5;6;11;5;10;8;9;4;12;10;2;11;10;11;8;10;14;5;4;1;6;9;8;6;5;2;5;6;9;2;6;8;4;5;6;4;4;9;4;8;9;9;5;8;10;2;5;4;4;6;5;10;4;9;8;2;8;5;6;9;1;5;8;8;5;9;2;9;4;10;11;8;10;6;10;11;12;6;6;8;18;6;9;11;10;8;11;11;11;18;11;9;2;8;2;6;6;5;6;10;6;10;21;35;36;24;12;8;8;14;9;11;10;8;10;8;14;9;11;6;10;12;11;9;5;2;5;8;1;8;8;12;9;14;11;14;4;8;12;11;15;8;4;6;5;6;5;11;9;4;6;5;12;10;5;24;10;9;6;8;5;4;9;9;9;4;4;10;8;12;8;5;6;11;9;8;6;8;14;9;10;9;9;4;8;5;6;4;5;8;8;6;5;8;9;6;8;4;2;8;8;4;11;6;5;12;5;0;8;6;4;8;5;5;8;0;14;4;6;10;9;8;11;6;5;6;2;2;9;9;6;9;8;4;8;10;6;12;6;8;10;6;9;4;2;5;9;4;10;10;8;8;9;9;10;9;6;11;9;11
2;11;10;8;9;8;11;10;14;11;18;8;6;4;4;5;10;6;2;8;4;4;5;2;9;10;10;9;10;5;10;4;1;9;6;8;4;2;12;5;8;10;5;6;6;6;4;9;9;4;8;11;6;5;8;11;14;14;8;5;15;12;9;19;9;5;11;11;8;9;8;6;6;9;5;9;16;15;4;14;9;5;8;6;5;8;5;9;4;1;8;6;2;10;4;8;5;5;6;9;8;11;8;9;4;5;2;4;10;10;11;10;12;14;12;5;9;11;4;8;10;8;4;5;8;10;6;4;5;8;11;10;8;6;6;8;5;9;6;6;8;6;10;6;6;12;9;12;6;9;26;52;61;45;30;26;26;24;15;5;9;10;4;8;8;10;8;4;6;2;5;9;8;1;12;9;11;10;11;5;8;8;8;15;8;8;2;2;6;10;2;9;6;9;9;1;10;12;5;6;6;6;12;8;9;10;5;9;6;14;8;9;8;11;4;10;4;11;8;15;49;81;80;112;85;49;56;22;9;5;11;8;10;8;6;9;11;8;8;8;8;5;8;8;6;6;6;12;11;6;14;10;9;5;9;11;5;12;11;8;8;5;2;1;10;5;10;4;4;6;4;6;8;5;10;5;6;6;5;5;6;9;5;4;10;6;5;6;1;11;2;2;4;2;6;10;9;1;5;10;6;8;4;11;4;10;10;5;6;10;6;9;8;5;18;11;8;9;9;9;10;4;6;5;8;19;1;12;12;11;9;8;6;8;6;4;8;10;9;5;10;6;12;11;11;16;6;18;6;15;8;6;12;5;9;6;6;10;5;1;11;14;6;8;9;5;2;5;4;9;4;11;6;5;6;9;6;4;4;10;11;10;10;9;5;6;8;10;12;11;11;12;14;4;8;11;12;8;5;8;4;8;6;5;9;4;2;8;6;6;8;6;9;6;9;9;6;6;10;8;10;9;15;8;8;5;14;9;4;6;14;8;9;4;9;8;8;4;9;5;1;8;6;4;10;9;9;8;6;5;9;2;6;9;6;6;12;8;8;1;9;8;2;4;5;10;8;6;12;6;2;5;8;6;11;6;8;10;6;8;9;9;4;6;4;2;10;5;9;14;28;14;6;15;9;12;1;18;6;9
10;8;9;9;9;16;20;26;35;39;15;20;6;12;5;5;6;2;8;5;6;2;12;8;11;5;9;12;10;6;10;9;2;9;8;8;11;10;21;6;9;9;6;11;6;6;4;5;4;8;9;4;1;5;8;11;11;8;6;2;11;10;9;4;18;10;5;11;9;10;5;10;6;5;9;16;11;8;10;11;4;4;6;10;4;0;11;8;4;5;6;6;4;6;4;4;5;8;10;10;11;15;8;8;5;5;10;8;9;9;8;10;5;10;8;5;4;10;9;5;10;6;6;8;2;5;6;6;4;12;8;9;0;2;8;8;4;2;9;2;11;10;15;12;10;11;12;11;5;5;12;14;9;15;9;15;25;31;19;9;14;10;9;10;6;12;6;11;8;10;9;5;12;2;8;1;8;11;8;5;8;8;12;10;4;9;6;9;2;2;6;11;6;8;9;9;5;9;9;8;6;10;10;8;10;4;6;14;5;10;15;8;2;16;5;8;8;6;8;8;45;66;79;91;106;54;45;19;8;5;6;10;5;9;6;11;5;12;10;4;8;6;8;6;14;1;10;6;2;18;14;9;12;8;10;12;10;9;5;4;8;2;2;8;6;9;11;5;9;5;8;5;9;6;9;4;6;5;5;2;8;5;6;8;2;14;10;6;4;6;4;5;4;6;5;4;9;2;8;11;5;2;4;2;2;2;4;5;9;9;5;8;8;6;5;9;9;12;9;5;10;14;11;12;6;16;8;6;9;4;9;8;6;0;6;8;8;8;6;5;8;6;9;12;12;4;9;15;8;8;6;6;9;6;11;4;20;4;12;9;2;9;10;6;11;6;4;8;6;2;8;5;4;11;15;6;9;11;5;10;11;9;5;11;9;5;11;9;14;11;5;6;5;9;6;6;5;8;8;8;4;2;9;11;12;9;6;1;4;8;1;4;15;11;11;9;6;14;12;9;6;12;14;6;11;5;4;8;6;8;11;8;14;4;9;5;5;2;6;9;10;8;4;6;4;5;5;2;8;6;4;11;5;8;6;8;9;9;10;12;5;5;5;4;5;9;8;8;5;6;12;16;6;10;16;11;10;4;6;6;8;9;5;9;1;10;4;6;8;9;9;5;15;6;12;5;9;14;2;10
12;9;4;11;22;26;65;72;69;74;41;22;15;11;4;8;11;2;9;8;6;10;5;1;4;11;10;10;8;15;10;11;16;11;12;10;10;6;8;10;9;6;1;5;4;6;2;2;2;10;9;4;2;6;2;10;15;5;5;9;2;6;8;8;11;12;11;11;8;5;10;6;12;10;8;1;6;9;4;6;4;10;4;8;11;9;4;6;5;5;11;5;6;9;4;8;8;2;4;2;11;5;1;9;9;10;5;9;10;18;5;8;6;9;9;10;6;10;4;6;8;5;4;8;5;6;9;6;5;6;4;5;4;2;1;2;9;8;6;10;6;8;12;20;9;16;9;4;4;6;5;6;11;6;10;20;34;44;12;8;10;11;4;11;11;4;8;6;11;6;6;5;4;5;5;5;8;8;12;12;11;15;5;6;5;9;4;11;6;6;12;6;8;8;8;6;6;4;5;9;2;6;5;4;8;10;9;5;10;5;6;9;8;5;8;8;14;4;8;8;44;81;99;104;79;46;29;9;10;5;11;8;5;8;10;10;9;6;6;10;5;6;4;2;2;12;14;16;15;11;6;9;8;6;6;14;10;14;8;9;6;6;9;4;6;6;11;4;8;8;5;2;6;4;8;4;5;2;6;8;2;8;5;4;5;8;9;8;9;9;6;6;8;4;2;12;2;6;4;8;4;6;6;9;8;2;5;5;6;9;5;8;5;11;19;6;15;8;8;10;8;10;12;11;4;11;10;9;5;4;11;9;5;5;5;8;6;5;11;6;6;12;11;8;2;10;10;1;9;12;10;10;15;8;11;8;5;8;9;8;8;5;6;10;6;10;6;1;5;6;8;4;4;8;12;9;8;18;9;9;8;5;4;5;6;5;15;8;14;12;16;8;10;14;11;11;9;5;10;4;4;8;9;4;8;8;6;5;11;10;9;8;6;2;6;8;19;9;11;9;12;8;15;9;18;9;10;11;15;8;10;4;9;4;5;16;10;6;2;8;9;10;6;5;11;8;6;4;6;6;1;10;5;8;4;2;11;11;8;5;8;5;6;2;1;9;12;4;9;15;18;16;8;9;9;11;9;9;6;9;2;6;6;6;6;5;8;12;5;10;11;10;10;11;11;9;10;16;8;4
14;8;8;9;31;39;58;69;95;60;32;24;10;6;5;8;9;8;5;5;2;4;8;6;5;2;4;9;6;9;11;6;1;9;16;6;10;9;11;6;8;6;6;1;4;8;2;8;6;8;4;11;8;5;11;2;12;8;10;9;10;12;8;8;4;6;9;11;5;19;9;9;18;8;8;5;8;12;1;5;6;6;8;6;8;4;5;2;6;10;15;9;11;5;1;9;4;6;8;6;12;8;5;14;6;11;8;6;11;11;6;11;9;10;10;8;4;9;9;14;10;6;5;9;1;9;6;4;4;2;8;5;2;11;5;9;8;5;8;10;19;19;26;32;15;11;5;6;8;10;5;6;5;6;8;9;11;12;10;10;9;5;12;4;8;8;11;8;8;10;12;5;6;0;12;8;5;8;6;10;4;12;10;12;9;5;10;10;4;5;8;6;5;6;6;2;8;6;4;5;8;11;5;9;14;11;6;6;10;10;14;5;10;15;6;4;2;11;10;29;39;79;81;90;61;49;18;11;1;6;2;6;9;9;9;1;8;6;9;6;2;8;1;4;10;20;19;15;14;8;9;14;18;9;8;8;6;12;2;4;5;4;5;2;2;6;8;8;5;10;1;4;6;6;4;11;4;8;2;6;5;4;9;6;10;9;9;8;6;5;6;8;6;5;6;4;4;6;5;6;9;6;12;6;10;9;6;8;6;4;6;24;25;30;20;19;19;15;10;10;8;9;8;9;8;9;9;8;9;2;5;11;6;6;4;6;6;6;6;9;10;4;15;6;6;9;12;12;9;11;9;12;8;14;4;10;10;11;11;5;5;9;5;6;10;5;9;9;4;14;5;5;9;4;8;10;8;6;9;8;6;9;6;5;6;6;4;8;6;6;5;11;6;12;16;8;8;4;12;6;5;5;8;9;8;5;6;12;6;6;8;6;1;11;10;8;11;11;2;8;9;19;9;11;5;6;9;5;6;5;10;10;5;10;5;4;6;2;12;5;8;4;5;5;5;6;4;9;6;9;5;9;14;11;9;5;10;8;2;5;8;9;4;5;9;5;8;4;8;11;18;15;14;11;11;11;6;10;6;5;5;6;6;6;5;5;2;4;10;12;10;9;5;6;8;11;8;11;9;8
